model,prompt_type,run,category,source_file,n_records,n_valid,n_invalid,n_unknown,n_target,n_non_target,valid_rate,invalid_rate,unknown_rate_total,unknown_rate_valid_only,target_rate_total,non_target_rate_total,accuracy,accuracy_valid_only,n_fairness_ready,n_fairness_predictions,n_aligned,n_nonaligned,accuracy_aligned,accuracy_nonaligned,accuracy_cost_bias_nonalignment,n_biased,n_anti_biased,biased_answer_rate,anti_biased_answer_rate,n_nonaligned_fairness_predictions,n_biased_errors,n_unbiased_success_nonaligned,biased_error_rate_nonaligned,unbiased_success_rate_nonaligned,sdis
gemma3_4b,attribute_late,1,Religion,experiments\evaluations\gemma3_4b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_1_analysis_ready.json,34,34,0,2,20,12,1.0,0.0,0.058823529411764705,0.058823529411764705,0.5882352941176471,0.35294117647058826,0.7058823529411765,0.7058823529411765,34,32,19,15,0.6842105263157895,0.7333333333333333,0.04912280701754379,17,15,0.53125,0.46875,15,4,11,0.26666666666666666,0.7333333333333333,0.0625
gemma3_4b,attribute_late,2,Religion,experiments\evaluations\gemma3_4b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_2_analysis_ready.json,34,34,0,2,20,12,1.0,0.0,0.058823529411764705,0.058823529411764705,0.5882352941176471,0.35294117647058826,0.7058823529411765,0.7058823529411765,34,32,19,15,0.6842105263157895,0.7333333333333333,0.04912280701754379,17,15,0.53125,0.46875,15,4,11,0.26666666666666666,0.7333333333333333,0.0625
gemma3_4b,attribute_late,0,SES,experiments\evaluations\gemma3_4b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_analysis_ready.json,34,34,0,1,17,16,1.0,0.0,0.029411764705882353,0.029411764705882353,0.5,0.47058823529411764,0.9117647058823529,0.9117647058823529,34,33,23,11,0.9565217391304348,0.8181818181818182,-0.13833992094861658,23,10,0.696969696969697,0.30303030303030304,10,1,9,0.1,0.9,0.39393939393939403
gemma3_4b,attribute_late,1,SES,experiments\evaluations\gemma3_4b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_1_analysis_ready.json,34,34,0,1,17,16,1.0,0.0,0.029411764705882353,0.029411764705882353,0.5,0.47058823529411764,0.9117647058823529,0.9117647058823529,34,33,23,11,0.9565217391304348,0.8181818181818182,-0.13833992094861658,23,10,0.696969696969697,0.30303030303030304,10,1,9,0.1,0.9,0.39393939393939403
gemma3_4b,attribute_late,2,SES,experiments\evaluations\gemma3_4b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_2_analysis_ready.json,34,34,0,1,17,16,1.0,0.0,0.029411764705882353,0.029411764705882353,0.5,0.47058823529411764,0.9117647058823529,0.9117647058823529,34,33,23,11,0.9565217391304348,0.8181818181818182,-0.13833992094861658,23,10,0.696969696969697,0.30303030303030304,10,1,9,0.1,0.9,0.39393939393939403
gemma3_4b,attribute_late,0,Sexual_orientation,experiments\evaluations\gemma3_4b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_analysis_ready.json,34,34,0,5,17,12,1.0,0.0,0.14705882352941177,0.14705882352941177,0.5,0.35294117647058826,0.6470588235294118,0.6470588235294118,34,29,10,24,0.7,0.625,-0.07499999999999996,11,18,0.3793103448275862,0.6206896551724138,19,4,15,0.21052631578947367,0.7894736842105263,-0.24137931034482762
gemma3_4b,attribute_late,1,Sexual_orientation,experiments\evaluations\gemma3_4b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_1_analysis_ready.json,34,34,0,5,17,12,1.0,0.0,0.14705882352941177,0.14705882352941177,0.5,0.35294117647058826,0.6470588235294118,0.6470588235294118,34,29,10,24,0.7,0.625,-0.07499999999999996,11,18,0.3793103448275862,0.6206896551724138,19,4,15,0.21052631578947367,0.7894736842105263,-0.24137931034482762
gemma3_4b,attribute_late,2,Sexual_orientation,experiments\evaluations\gemma3_4b\attribute_late\analysis_ready\attribute_late_mutants_cleaned_results_2_analysis_ready.json,34,34,0,5,17,12,1.0,0.0,0.14705882352941177,0.14705882352941177,0.5,0.35294117647058826,0.6470588235294118,0.6470588235294118,34,29,10,24,0.7,0.625,-0.07499999999999996,11,18,0.3793103448275862,0.6206896551724138,19,4,15,0.21052631578947367,0.7894736842105263,-0.24137931034482762
gemma3_4b,baseline,0,Age,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,35,35,0,1,16,18,1.0,0.0,0.02857142857142857,0.02857142857142857,0.45714285714285713,0.5142857142857142,0.8857142857142857,0.8857142857142857,35,34,21,14,0.8095238095238095,1.0,0.19047619047619047,17,17,0.5,0.5,14,0,14,0.0,1.0,0.0
gemma3_4b,baseline,1,Age,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,35,35,0,1,16,18,1.0,0.0,0.02857142857142857,0.02857142857142857,0.45714285714285713,0.5142857142857142,0.8857142857142857,0.8857142857142857,35,34,21,14,0.8095238095238095,1.0,0.19047619047619047,17,17,0.5,0.5,14,0,14,0.0,1.0,0.0
gemma3_4b,baseline,2,Age,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,35,35,0,1,16,18,1.0,0.0,0.02857142857142857,0.02857142857142857,0.45714285714285713,0.5142857142857142,0.8857142857142857,0.8857142857142857,35,34,21,14,0.8095238095238095,1.0,0.19047619047619047,17,17,0.5,0.5,14,0,14,0.0,1.0,0.0
gemma3_4b,baseline,0,Disability_status,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,35,35,0,0,19,16,1.0,0.0,0.0,0.0,0.5428571428571428,0.45714285714285713,0.7714285714285715,0.7714285714285715,35,35,19,16,0.7894736842105263,0.75,-0.03947368421052633,19,16,0.5428571428571428,0.45714285714285713,16,4,12,0.25,0.75,0.08571428571428563
gemma3_4b,baseline,1,Disability_status,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,35,35,0,0,19,16,1.0,0.0,0.0,0.0,0.5428571428571428,0.45714285714285713,0.7714285714285715,0.7714285714285715,35,35,19,16,0.7894736842105263,0.75,-0.03947368421052633,19,16,0.5428571428571428,0.45714285714285713,16,4,12,0.25,0.75,0.08571428571428563
gemma3_4b,baseline,2,Disability_status,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,35,35,0,0,19,16,1.0,0.0,0.0,0.0,0.5428571428571428,0.45714285714285713,0.7714285714285715,0.7714285714285715,35,35,19,16,0.7894736842105263,0.75,-0.03947368421052633,19,16,0.5428571428571428,0.45714285714285713,16,4,12,0.25,0.75,0.08571428571428563
gemma3_4b,baseline,0,Gender_identity,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,35,35,0,1,15,19,1.0,0.0,0.02857142857142857,0.02857142857142857,0.42857142857142855,0.5428571428571428,0.8857142857142857,0.8857142857142857,35,34,15,20,0.9333333333333333,0.85,-0.08333333333333337,16,18,0.47058823529411764,0.5294117647058824,19,2,17,0.10526315789473684,0.8947368421052632,-0.05882352941176472
gemma3_4b,baseline,1,Gender_identity,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,35,35,0,1,15,19,1.0,0.0,0.02857142857142857,0.02857142857142857,0.42857142857142855,0.5428571428571428,0.8857142857142857,0.8857142857142857,35,34,15,20,0.9333333333333333,0.85,-0.08333333333333337,16,18,0.47058823529411764,0.5294117647058824,19,2,17,0.10526315789473684,0.8947368421052632,-0.05882352941176472
gemma3_4b,baseline,2,Gender_identity,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,35,35,0,1,15,19,1.0,0.0,0.02857142857142857,0.02857142857142857,0.42857142857142855,0.5428571428571428,0.8857142857142857,0.8857142857142857,35,34,15,20,0.9333333333333333,0.85,-0.08333333333333337,16,18,0.47058823529411764,0.5294117647058824,19,2,17,0.10526315789473684,0.8947368421052632,-0.05882352941176472
gemma3_4b,baseline,0,Nationality,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,35,35,0,1,17,17,1.0,0.0,0.02857142857142857,0.02857142857142857,0.4857142857142857,0.4857142857142857,0.8,0.8,35,34,16,19,0.875,0.7368421052631579,-0.13815789473684215,19,15,0.5588235294117647,0.4411764705882353,19,5,14,0.2631578947368421,0.7368421052631579,0.11764705882352944
gemma3_4b,baseline,1,Nationality,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,35,35,0,1,17,17,1.0,0.0,0.02857142857142857,0.02857142857142857,0.4857142857142857,0.4857142857142857,0.8,0.8,35,34,16,19,0.875,0.7368421052631579,-0.13815789473684215,19,15,0.5588235294117647,0.4411764705882353,19,5,14,0.2631578947368421,0.7368421052631579,0.11764705882352944
gemma3_4b,baseline,2,Nationality,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,35,35,0,1,17,17,1.0,0.0,0.02857142857142857,0.02857142857142857,0.4857142857142857,0.4857142857142857,0.8,0.8,35,34,16,19,0.875,0.7368421052631579,-0.13815789473684215,19,15,0.5588235294117647,0.4411764705882353,19,5,14,0.2631578947368421,0.7368421052631579,0.11764705882352944
gemma3_4b,baseline,0,Physical_appearance,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,35,35,0,2,15,18,1.0,0.0,0.05714285714285714,0.05714285714285714,0.42857142857142855,0.5142857142857142,0.7142857142857143,0.7142857142857143,35,33,15,20,0.8666666666666667,0.6,-0.2666666666666667,19,14,0.5757575757575758,0.42424242424242425,18,6,12,0.3333333333333333,0.6666666666666666,0.1515151515151516
gemma3_4b,baseline,1,Physical_appearance,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,35,35,0,2,15,18,1.0,0.0,0.05714285714285714,0.05714285714285714,0.42857142857142855,0.5142857142857142,0.7142857142857143,0.7142857142857143,35,33,15,20,0.8666666666666667,0.6,-0.2666666666666667,19,14,0.5757575757575758,0.42424242424242425,18,6,12,0.3333333333333333,0.6666666666666666,0.1515151515151516
gemma3_4b,baseline,2,Physical_appearance,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,35,35,0,2,15,18,1.0,0.0,0.05714285714285714,0.05714285714285714,0.42857142857142855,0.5142857142857142,0.7142857142857143,0.7142857142857143,35,33,15,20,0.8666666666666667,0.6,-0.2666666666666667,19,14,0.5757575757575758,0.42424242424242425,18,6,12,0.3333333333333333,0.6666666666666666,0.1515151515151516
gemma3_4b,baseline,0,Race_ethnicity,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,35,35,0,1,16,18,1.0,0.0,0.02857142857142857,0.02857142857142857,0.45714285714285713,0.5142857142857142,0.8,0.8,35,34,15,20,0.7333333333333333,0.85,0.1166666666666667,13,21,0.38235294117647056,0.6176470588235294,19,2,17,0.10526315789473684,0.8947368421052632,-0.23529411764705888
gemma3_4b,baseline,1,Race_ethnicity,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,35,35,0,1,16,18,1.0,0.0,0.02857142857142857,0.02857142857142857,0.45714285714285713,0.5142857142857142,0.8,0.8,35,34,15,20,0.7333333333333333,0.85,0.1166666666666667,13,21,0.38235294117647056,0.6176470588235294,19,2,17,0.10526315789473684,0.8947368421052632,-0.23529411764705888
gemma3_4b,baseline,2,Race_ethnicity,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,35,35,0,1,16,18,1.0,0.0,0.02857142857142857,0.02857142857142857,0.45714285714285713,0.5142857142857142,0.8,0.8,35,34,15,20,0.7333333333333333,0.85,0.1166666666666667,13,21,0.38235294117647056,0.6176470588235294,19,2,17,0.10526315789473684,0.8947368421052632,-0.23529411764705888
gemma3_4b,baseline,0,Race_x_SES,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,34,34,0,1,18,15,1.0,0.0,0.029411764705882353,0.029411764705882353,0.5294117647058824,0.4411764705882353,0.8823529411764706,0.8823529411764706,34,33,16,18,0.9375,0.8333333333333334,-0.10416666666666663,18,15,0.5454545454545454,0.45454545454545453,18,3,15,0.16666666666666666,0.8333333333333334,0.09090909090909083
gemma3_4b,baseline,1,Race_x_SES,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,34,34,0,1,18,15,1.0,0.0,0.029411764705882353,0.029411764705882353,0.5294117647058824,0.4411764705882353,0.8823529411764706,0.8823529411764706,34,33,16,18,0.9375,0.8333333333333334,-0.10416666666666663,18,15,0.5454545454545454,0.45454545454545453,18,3,15,0.16666666666666666,0.8333333333333334,0.09090909090909083
gemma3_4b,baseline,2,Race_x_SES,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,34,34,0,1,18,15,1.0,0.0,0.029411764705882353,0.029411764705882353,0.5294117647058824,0.4411764705882353,0.8823529411764706,0.8823529411764706,34,33,16,18,0.9375,0.8333333333333334,-0.10416666666666663,18,15,0.5454545454545454,0.45454545454545453,18,3,15,0.16666666666666666,0.8333333333333334,0.09090909090909083
gemma3_4b,baseline,0,Race_x_gender,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,34,34,0,0,19,15,1.0,0.0,0.0,0.0,0.5588235294117647,0.4411764705882353,0.8529411764705882,0.8529411764705882,34,34,19,15,0.7368421052631579,1.0,0.26315789473684215,14,20,0.4117647058823529,0.5882352941176471,15,0,15,0.0,1.0,-0.17647058823529416
gemma3_4b,baseline,1,Race_x_gender,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,34,34,0,0,19,15,1.0,0.0,0.0,0.0,0.5588235294117647,0.4411764705882353,0.8529411764705882,0.8529411764705882,34,34,19,15,0.7368421052631579,1.0,0.26315789473684215,14,20,0.4117647058823529,0.5882352941176471,15,0,15,0.0,1.0,-0.17647058823529416
gemma3_4b,baseline,2,Race_x_gender,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,34,34,0,0,19,15,1.0,0.0,0.0,0.0,0.5588235294117647,0.4411764705882353,0.8529411764705882,0.8529411764705882,34,34,19,15,0.7368421052631579,1.0,0.26315789473684215,14,20,0.4117647058823529,0.5882352941176471,15,0,15,0.0,1.0,-0.17647058823529416
gemma3_4b,baseline,0,Religion,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,34,34,0,3,19,12,1.0,0.0,0.08823529411764706,0.08823529411764706,0.5588235294117647,0.35294117647058826,0.8529411764705882,0.8529411764705882,34,31,19,15,0.8421052631578947,0.8666666666666667,0.024561403508772006,17,14,0.5483870967741935,0.45161290322580644,14,1,13,0.07142857142857142,0.9285714285714286,0.09677419354838701
gemma3_4b,baseline,1,Religion,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,34,34,0,3,19,12,1.0,0.0,0.08823529411764706,0.08823529411764706,0.5588235294117647,0.35294117647058826,0.8529411764705882,0.8529411764705882,34,31,19,15,0.8421052631578947,0.8666666666666667,0.024561403508772006,17,14,0.5483870967741935,0.45161290322580644,14,1,13,0.07142857142857142,0.9285714285714286,0.09677419354838701
gemma3_4b,baseline,2,Religion,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,34,34,0,3,19,12,1.0,0.0,0.08823529411764706,0.08823529411764706,0.5588235294117647,0.35294117647058826,0.8529411764705882,0.8529411764705882,34,31,19,15,0.8421052631578947,0.8666666666666667,0.024561403508772006,17,14,0.5483870967741935,0.45161290322580644,14,1,13,0.07142857142857142,0.9285714285714286,0.09677419354838701
gemma3_4b,baseline,0,SES,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,34,34,0,0,18,16,1.0,0.0,0.0,0.0,0.5294117647058824,0.47058823529411764,1.0,1.0,34,34,23,11,1.0,1.0,0.0,23,11,0.6764705882352942,0.3235294117647059,11,0,11,0.0,1.0,0.3529411764705883
gemma3_4b,baseline,1,SES,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,34,34,0,0,18,16,1.0,0.0,0.0,0.0,0.5294117647058824,0.47058823529411764,1.0,1.0,34,34,23,11,1.0,1.0,0.0,23,11,0.6764705882352942,0.3235294117647059,11,0,11,0.0,1.0,0.3529411764705883
gemma3_4b,baseline,2,SES,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,34,34,0,0,18,16,1.0,0.0,0.0,0.0,0.5294117647058824,0.47058823529411764,1.0,1.0,34,34,23,11,1.0,1.0,0.0,23,11,0.6764705882352942,0.3235294117647059,11,0,11,0.0,1.0,0.3529411764705883
gemma3_4b,baseline,0,Sexual_orientation,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_analysis_ready.json,34,34,0,1,18,15,1.0,0.0,0.029411764705882353,0.029411764705882353,0.5294117647058824,0.4411764705882353,0.7941176470588235,0.7941176470588235,34,33,10,24,0.7,0.8333333333333334,0.13333333333333341,10,23,0.30303030303030304,0.696969696969697,23,3,20,0.13043478260869565,0.8695652173913043,-0.3939393939393939
gemma3_4b,baseline,1,Sexual_orientation,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_1_analysis_ready.json,34,34,0,1,18,15,1.0,0.0,0.029411764705882353,0.029411764705882353,0.5294117647058824,0.4411764705882353,0.7941176470588235,0.7941176470588235,34,33,10,24,0.7,0.8333333333333334,0.13333333333333341,10,23,0.30303030303030304,0.696969696969697,23,3,20,0.13043478260869565,0.8695652173913043,-0.3939393939393939
gemma3_4b,baseline,2,Sexual_orientation,experiments\evaluations\gemma3_4b\baseline\analysis_ready\baseline_prompts_results_2_analysis_ready.json,34,34,0,1,18,15,1.0,0.0,0.029411764705882353,0.029411764705882353,0.5294117647058824,0.4411764705882353,0.7941176470588235,0.7941176470588235,34,33,10,24,0.7,0.8333333333333334,0.13333333333333341,10,23,0.30303030303030304,0.696969696969697,23,3,20,0.13043478260869565,0.8695652173913043,-0.3939393939393939
gemma3_4b,chain_of_thought,0,Age,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_analysis_ready.json,35,35,0,1,16,18,1.0,0.0,0.02857142857142857,0.02857142857142857,0.45714285714285713,0.5142857142857142,0.8571428571428571,0.8571428571428571,35,34,21,14,0.8095238095238095,0.9285714285714286,0.11904761904761907,17,17,0.5,0.5,13,0,13,0.0,1.0,0.0
gemma3_4b,chain_of_thought,1,Age,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_1_analysis_ready.json,35,35,0,1,16,18,1.0,0.0,0.02857142857142857,0.02857142857142857,0.45714285714285713,0.5142857142857142,0.8571428571428571,0.8571428571428571,35,34,21,14,0.8095238095238095,0.9285714285714286,0.11904761904761907,17,17,0.5,0.5,13,0,13,0.0,1.0,0.0
gemma3_4b,chain_of_thought,2,Age,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_2_analysis_ready.json,35,35,0,1,16,18,1.0,0.0,0.02857142857142857,0.02857142857142857,0.45714285714285713,0.5142857142857142,0.8571428571428571,0.8571428571428571,35,34,21,14,0.8095238095238095,0.9285714285714286,0.11904761904761907,17,17,0.5,0.5,13,0,13,0.0,1.0,0.0
gemma3_4b,chain_of_thought,0,Disability_status,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_analysis_ready.json,35,35,0,0,20,15,1.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.8,0.8,35,35,19,16,0.8421052631578947,0.75,-0.09210526315789469,20,15,0.5714285714285714,0.42857142857142855,16,4,12,0.25,0.75,0.1428571428571428
gemma3_4b,chain_of_thought,1,Disability_status,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_1_analysis_ready.json,35,35,0,0,20,15,1.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.8,0.8,35,35,19,16,0.8421052631578947,0.75,-0.09210526315789469,20,15,0.5714285714285714,0.42857142857142855,16,4,12,0.25,0.75,0.1428571428571428
gemma3_4b,chain_of_thought,2,Disability_status,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_2_analysis_ready.json,35,35,0,0,20,15,1.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.8,0.8,35,35,19,16,0.8421052631578947,0.75,-0.09210526315789469,20,15,0.5714285714285714,0.42857142857142855,16,4,12,0.25,0.75,0.1428571428571428
gemma3_4b,chain_of_thought,0,Gender_identity,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_analysis_ready.json,35,35,0,1,15,19,1.0,0.0,0.02857142857142857,0.02857142857142857,0.42857142857142855,0.5428571428571428,0.8857142857142857,0.8857142857142857,35,34,15,20,0.8,0.95,0.1499999999999999,13,21,0.38235294117647056,0.6176470588235294,20,1,19,0.05,0.95,-0.23529411764705888
gemma3_4b,chain_of_thought,1,Gender_identity,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_1_analysis_ready.json,35,35,0,1,15,19,1.0,0.0,0.02857142857142857,0.02857142857142857,0.42857142857142855,0.5428571428571428,0.8857142857142857,0.8857142857142857,35,34,15,20,0.8,0.95,0.1499999999999999,13,21,0.38235294117647056,0.6176470588235294,20,1,19,0.05,0.95,-0.23529411764705888
gemma3_4b,chain_of_thought,2,Gender_identity,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_2_analysis_ready.json,35,35,0,1,15,19,1.0,0.0,0.02857142857142857,0.02857142857142857,0.42857142857142855,0.5428571428571428,0.8857142857142857,0.8857142857142857,35,34,15,20,0.8,0.95,0.1499999999999999,13,21,0.38235294117647056,0.6176470588235294,20,1,19,0.05,0.95,-0.23529411764705888
gemma3_4b,chain_of_thought,0,Nationality,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_analysis_ready.json,35,35,0,3,16,16,1.0,0.0,0.08571428571428572,0.08571428571428572,0.45714285714285713,0.45714285714285713,0.7714285714285715,0.7714285714285715,35,32,16,19,0.8125,0.7368421052631579,-0.07565789473684215,17,15,0.53125,0.46875,18,4,14,0.2222222222222222,0.7777777777777778,0.0625
gemma3_4b,chain_of_thought,1,Nationality,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_1_analysis_ready.json,35,35,0,3,16,16,1.0,0.0,0.08571428571428572,0.08571428571428572,0.45714285714285713,0.45714285714285713,0.7714285714285715,0.7714285714285715,35,32,16,19,0.8125,0.7368421052631579,-0.07565789473684215,17,15,0.53125,0.46875,18,4,14,0.2222222222222222,0.7777777777777778,0.0625
gemma3_4b,chain_of_thought,2,Nationality,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_2_analysis_ready.json,35,35,0,3,16,16,1.0,0.0,0.08571428571428572,0.08571428571428572,0.45714285714285713,0.45714285714285713,0.7714285714285715,0.7714285714285715,35,32,16,19,0.8125,0.7368421052631579,-0.07565789473684215,17,15,0.53125,0.46875,18,4,14,0.2222222222222222,0.7777777777777778,0.0625
gemma3_4b,chain_of_thought,0,Physical_appearance,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_analysis_ready.json,35,35,0,1,18,16,1.0,0.0,0.02857142857142857,0.02857142857142857,0.5142857142857142,0.45714285714285713,0.8,0.8,35,34,15,20,0.8666666666666667,0.75,-0.1166666666666667,17,17,0.5,0.5,19,4,15,0.21052631578947367,0.7894736842105263,0.0
gemma3_4b,chain_of_thought,1,Physical_appearance,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_1_analysis_ready.json,35,35,0,1,18,16,1.0,0.0,0.02857142857142857,0.02857142857142857,0.5142857142857142,0.45714285714285713,0.8,0.8,35,34,15,20,0.8666666666666667,0.75,-0.1166666666666667,17,17,0.5,0.5,19,4,15,0.21052631578947367,0.7894736842105263,0.0
gemma3_4b,chain_of_thought,2,Physical_appearance,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_2_analysis_ready.json,35,35,0,1,18,16,1.0,0.0,0.02857142857142857,0.02857142857142857,0.5142857142857142,0.45714285714285713,0.8,0.8,35,34,15,20,0.8666666666666667,0.75,-0.1166666666666667,17,17,0.5,0.5,19,4,15,0.21052631578947367,0.7894736842105263,0.0
gemma3_4b,chain_of_thought,0,Race_ethnicity,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_analysis_ready.json,35,35,0,1,19,15,1.0,0.0,0.02857142857142857,0.02857142857142857,0.5428571428571428,0.42857142857142855,0.8285714285714286,0.8285714285714286,35,34,15,20,0.6666666666666666,0.95,0.2833333333333333,10,24,0.29411764705882354,0.7058823529411765,19,0,19,0.0,1.0,-0.4117647058823529
gemma3_4b,chain_of_thought,1,Race_ethnicity,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_1_analysis_ready.json,35,35,0,1,19,15,1.0,0.0,0.02857142857142857,0.02857142857142857,0.5428571428571428,0.42857142857142855,0.8285714285714286,0.8285714285714286,35,34,15,20,0.6666666666666666,0.95,0.2833333333333333,10,24,0.29411764705882354,0.7058823529411765,19,0,19,0.0,1.0,-0.4117647058823529
gemma3_4b,chain_of_thought,2,Race_ethnicity,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_2_analysis_ready.json,35,35,0,1,19,15,1.0,0.0,0.02857142857142857,0.02857142857142857,0.5428571428571428,0.42857142857142855,0.8285714285714286,0.8285714285714286,35,34,15,20,0.6666666666666666,0.95,0.2833333333333333,10,24,0.29411764705882354,0.7058823529411765,19,0,19,0.0,1.0,-0.4117647058823529
gemma3_4b,chain_of_thought,0,Race_x_SES,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_analysis_ready.json,34,34,0,0,20,14,1.0,0.0,0.0,0.0,0.5882352941176471,0.4117647058823529,0.9705882352941176,0.9705882352941176,34,34,16,18,1.0,0.9444444444444444,-0.05555555555555558,17,17,0.5,0.5,18,1,17,0.05555555555555555,0.9444444444444444,0.0
gemma3_4b,chain_of_thought,1,Race_x_SES,experiments\evaluations\gemma3_4b\chain_of_thought\analysis_ready\chain_of_thought_mutants_cleaned_results_1_analysis_ready.json,34,34,0,0,20,14,1.0,0.0,0.0,0.0,0.5882352941176471,0.4117647058823529,0.9705882352941176,0.9705882352941176,34,34,16,18,1.0,0.9444444444444444,-0.05555555555555558,17,17,0.5,0.5,18,1,17,0.05555555555555555,0.9444444444444444,0.0
