example_id,category,modified_token_count,modified_sentence_count,modified_average_sentence_length,modified_flesch_reading_ease,modified_gunning_fog_index,modified_yules_k,modified_noun_count,modified_verb_count,modified_adjective_count
1463,Race_ethnicity,152,8,19.0,59.921061,10.109091,126.63237,46,20,17
245,Sexual_orientation,131,9,14.555556,66.478002,8.881142,160.330579,33,15,15
1483,Nationality,184,10,18.4,67.443687,8.835912,129.553422,43,22,20
4563,Race_x_gender,122,5,24.4,61.11339,8.845351,122.0,43,13,11
1643,Nationality,190,9,21.111111,66.392756,10.575042,126.412849,52,24,14
6669,Race_x_gender,112,6,18.666667,64.443441,8.434409,156.179267,40,11,9
323,Sexual_orientation,127,8,15.875,66.450385,8.845325,134.985207,33,14,16
1237,Disability_status,146,8,18.25,71.767857,8.139683,181.040362,40,23,13
695,Religion,169,9,18.777778,64.536548,9.675616,131.42672,46,24,14
17,SES,122,6,20.333333,72.313751,7.261166,138.408304,35,14,13
209,Sexual_orientation,132,8,16.5,67.529444,8.888889,165.570976,35,15,18
1127,Age,116,7,16.571429,62.360909,8.844444,150.0,33,16,10
327,Disability_status,139,8,17.375,71.846377,7.977965,144.444444,36,18,14
1099,Physical_appearance,168,8,21.0,66.854356,11.045479,158.267389,41,27,14
1983,Race_x_SES,151,7,21.571429,57.465772,9.694309,159.989594,54,18,8
959,Physical_appearance,157,6,26.166667,71.439869,9.279739,170.4939,41,22,17
5423,SES,150,9,16.666667,76.900613,8.508387,159.989922,43,24,7
2569,SES,135,7,19.285714,70.560138,7.500098,178.516467,41,17,10
1443,Disability_status,140,8,17.5,63.841781,9.014141,158.559527,46,15,16
2519,Race_ethnicity,125,8,15.625,68.864358,6.454189,101.587302,47,12,9
