source_file,example_id,category,question_polarity,prompt_type,transformation_name,prompt_token_count,prompt_sentence_count,prompt_average_sentence_length,prompt_flesch_reading_ease,prompt_gunning_fog_index,prompt_yules_k,prompt_noun_count,prompt_verb_count,prompt_adjective_count
chain_of_thought_prompts.json,4567,SES,nonneg,chain_of_thought,chain_of_thought,198,11,18.0,70.811504,9.165336,124.21875,56,23,8
chain_of_thought_prompts.json,1949,Nationality,neg,chain_of_thought,chain_of_thought,213,13,16.384615,61.848026,10.265831,97.564235,58,25,13
chain_of_thought_prompts.json,2947,SES,nonneg,chain_of_thought,chain_of_thought,200,15,13.333333,61.300982,9.316491,124.037461,64,18,7
chain_of_thought_prompts.json,1497,Age,neg,chain_of_thought,chain_of_thought,198,11,18.0,65.840992,9.676923,110.349304,48,24,9
chain_of_thought_prompts.json,655,Sexual_orientation,nonneg,chain_of_thought,chain_of_thought,210,13,16.153846,71.436938,9.088926,123.114805,53,24,14
chain_of_thought_prompts.json,1401,Gender_identity,neg,chain_of_thought,chain_of_thought,177,10,17.7,72.553804,8.368116,100.0,52,24,10
chain_of_thought_prompts.json,651,Disability_status,nonneg,chain_of_thought,chain_of_thought,182,11,16.545455,64.677654,8.594583,95.124851,55,20,8
chain_of_thought_prompts.json,1031,Disability_status,nonneg,chain_of_thought,chain_of_thought,183,11,16.636364,53.375934,11.729885,131.42672,56,19,9
chain_of_thought_prompts.json,3495,Race_ethnicity,nonneg,chain_of_thought,chain_of_thought,188,11,17.090909,65.17872,9.685287,126.31025,59,22,7
chain_of_thought_prompts.json,481,Religion,neg,chain_of_thought,chain_of_thought,174,12,14.5,62.187949,9.190883,172.625073,53,21,8
chain_of_thought_prompts.json,889,Physical_appearance,neg,chain_of_thought,chain_of_thought,203,10,20.3,63.293315,10.832106,110.192837,58,23,13
chain_of_thought_prompts.json,331,Religion,nonneg,chain_of_thought,chain_of_thought,178,11,16.181818,61.752802,9.164835,109.105336,50,21,13
chain_of_thought_prompts.json,83,Sexual_orientation,nonneg,chain_of_thought,chain_of_thought,190,11,17.272727,64.839462,9.415385,90.893352,51,22,18
chain_of_thought_prompts.json,897,Religion,neg,chain_of_thought,chain_of_thought,192,11,17.454545,60.275202,10.203239,126.49688,58,21,11
chain_of_thought_prompts.json,14603,Race_x_gender,nonneg,chain_of_thought,chain_of_thought,176,12,14.666667,70.075,7.709244,143.877337,54,22,5
chain_of_thought_prompts.json,49,Religion,neg,chain_of_thought,chain_of_thought,172,12,14.333333,65.321282,8.894587,117.214556,47,20,11
chain_of_thought_prompts.json,4673,Gender_identity,neg,chain_of_thought,chain_of_thought,186,10,18.6,63.878003,8.971264,89.777408,54,23,7
chain_of_thought_prompts.json,329,Religion,neg,chain_of_thought,chain_of_thought,175,11,15.909091,62.137002,8.886917,106.61974,50,20,13
chain_of_thought_prompts.json,4605,SES,neg,chain_of_thought,chain_of_thought,195,11,17.727273,69.197593,9.930521,121.708791,53,23,8
chain_of_thought_prompts.json,5657,Race_x_SES,neg,chain_of_thought,chain_of_thought,205,10,20.5,59.078077,9.928205,93.360596,78,21,8
chain_of_thought_prompts.json,2237,Nationality,neg,chain_of_thought,chain_of_thought,221,13,17.0,60.035152,10.69629,127.803159,60,31,13
chain_of_thought_prompts.json,1507,Nationality,nonneg,chain_of_thought,chain_of_thought,238,15,15.866667,70.861538,8.892308,114.406452,58,29,18
chain_of_thought_prompts.json,551,Physical_appearance,nonneg,chain_of_thought,chain_of_thought,212,12,17.666667,67.112353,9.092437,116.955111,53,27,15
chain_of_thought_prompts.json,855,Religion,nonneg,chain_of_thought,chain_of_thought,191,11,17.363636,62.262603,9.944167,129.864582,58,21,10
chain_of_thought_prompts.json,3535,Gender_identity,nonneg,chain_of_thought,chain_of_thought,161,9,17.888889,60.030331,10.350413,92.537511,49,19,8
chain_of_thought_prompts.json,1541,Race_x_gender,neg,chain_of_thought,chain_of_thought,186,11,16.909091,70.275755,8.001633,118.012702,59,23,5
chain_of_thought_prompts.json,151,Physical_appearance,nonneg,chain_of_thought,chain_of_thought,197,12,16.416667,68.460504,8.894306,129.026956,54,26,8
chain_of_thought_prompts.json,5939,SES,nonneg,chain_of_thought,chain_of_thought,190,12,15.833333,65.676,9.885714,122.922438,54,28,7
chain_of_thought_prompts.json,265,Disability_status,neg,chain_of_thought,chain_of_thought,178,12,14.833333,58.127088,10.593407,102.162269,54,20,8
chain_of_thought_prompts.json,977,Nationality,neg,chain_of_thought,chain_of_thought,168,11,15.272727,66.636466,9.875962,133.727811,47,21,9
chain_of_thought_prompts.json,4635,Gender_identity,nonneg,chain_of_thought,chain_of_thought,169,10,16.9,64.550455,9.345455,95.789708,54,21,6
chain_of_thought_prompts.json,1417,Disability_status,neg,chain_of_thought,chain_of_thought,215,11,19.545455,69.948792,9.013238,143.020408,55,31,7
chain_of_thought_prompts.json,4585,Race_x_gender,neg,chain_of_thought,chain_of_thought,175,9,19.444444,58.739856,10.690241,97.318339,58,18,8
chain_of_thought_prompts.json,6323,SES,nonneg,chain_of_thought,chain_of_thought,169,12,14.083333,64.863412,10.137639,142.461417,51,18,6
chain_of_thought_prompts.json,157,Sexual_orientation,neg,chain_of_thought,chain_of_thought,200,12,16.666667,52.59621,11.138249,81.139194,49,26,14
chain_of_thought_prompts.json,723,Nationality,nonneg,chain_of_thought,chain_of_thought,207,10,20.7,67.656034,9.449839,92.041522,54,25,17
chain_of_thought_prompts.json,955,Age,nonneg,chain_of_thought,chain_of_thought,191,11,17.363636,67.567728,10.170781,160.399042,49,19,14
chain_of_thought_prompts.json,1227,SES,nonneg,chain_of_thought,chain_of_thought,199,10,19.9,67.361803,8.634565,80.327802,56,29,9
chain_of_thought_prompts.json,891,Disability_status,nonneg,chain_of_thought,chain_of_thought,182,11,16.545455,62.626154,9.444845,104.166667,50,22,9
chain_of_thought_prompts.json,887,Race_x_SES,nonneg,chain_of_thought,chain_of_thought,188,10,18.8,64.585737,10.361072,125.564804,69,18,5
chain_of_thought_prompts.json,4151,SES,nonneg,chain_of_thought,chain_of_thought,214,13,16.461538,59.15,11.210084,99.56898,61,28,10
chain_of_thought_prompts.json,597,Gender_identity,neg,chain_of_thought,chain_of_thought,208,12,17.333333,72.357363,9.454945,146.712803,64,29,7
chain_of_thought_prompts.json,2955,SES,nonneg,chain_of_thought,chain_of_thought,199,15,13.266667,59.352433,9.32468,123.966942,65,18,6
chain_of_thought_prompts.json,559,Sexual_orientation,nonneg,chain_of_thought,chain_of_thought,218,13,16.769231,65.429619,9.802906,112.356044,59,28,17
chain_of_thought_prompts.json,1125,Religion,neg,chain_of_thought,chain_of_thought,186,11,16.909091,57.395842,11.141163,120.170168,56,20,9
chain_of_thought_prompts.json,4311,Race_x_SES,nonneg,chain_of_thought,chain_of_thought,191,9,21.222222,63.806642,9.418711,107.555556,61,22,9
chain_of_thought_prompts.json,453,Religion,neg,chain_of_thought,chain_of_thought,192,10,19.2,50.49704,11.533571,122.280317,58,22,12
chain_of_thought_prompts.json,189,Age,neg,chain_of_thought,chain_of_thought,194,12,16.166667,70.0675,9.0,76.177285,50,25,5
chain_of_thought_prompts.json,1963,Nationality,nonneg,chain_of_thought,chain_of_thought,206,13,15.846154,66.880723,9.562134,142.431973,56,29,9
chain_of_thought_prompts.json,459,Disability_status,nonneg,chain_of_thought,chain_of_thought,181,11,16.454545,57.801282,9.190883,117.346939,49,20,10
chain_of_thought_prompts.json,119,Sexual_orientation,nonneg,chain_of_thought,chain_of_thought,182,10,18.2,60.507232,9.439653,111.882716,51,21,14
chain_of_thought_prompts.json,2423,Race_ethnicity,nonneg,chain_of_thought,chain_of_thought,167,10,16.7,60.988602,8.916265,109.672678,59,18,5
chain_of_thought_prompts.json,1485,Gender_identity,neg,chain_of_thought,chain_of_thought,156,8,19.5,60.100629,10.750272,109.722222,47,19,5
chain_of_thought_prompts.json,1221,Age,neg,chain_of_thought,chain_of_thought,194,13,14.923077,71.421374,8.593407,165.266618,50,20,13
chain_of_thought_prompts.json,2375,Age,nonneg,chain_of_thought,chain_of_thought,239,14,17.071429,70.861538,8.482051,104.099565,57,33,15
chain_of_thought_prompts.json,539,Physical_appearance,nonneg,chain_of_thought,chain_of_thought,216,12,18.0,66.833793,9.56913,113.636364,54,29,15
chain_of_thought_prompts.json,4951,SES,nonneg,chain_of_thought,chain_of_thought,209,11,19.0,57.25022,10.645421,101.038062,57,29,12
chain_of_thought_prompts.json,609,Religion,neg,chain_of_thought,chain_of_thought,213,10,21.3,57.16042,11.106261,133.439028,58,20,21
chain_of_thought_prompts.json,1163,Gender_identity,nonneg,chain_of_thought,chain_of_thought,171,10,17.1,59.075509,10.249897,83.40192,47,24,7
chain_of_thought_prompts.json,477,Religion,neg,chain_of_thought,chain_of_thought,191,10,19.1,50.739462,11.282051,126.447093,55,21,15
chain_of_thought_prompts.json,1945,Race_x_gender,neg,chain_of_thought,chain_of_thought,181,12,15.083333,66.360562,9.242191,140.78478,60,19,5
chain_of_thought_prompts.json,2357,Race_ethnicity,neg,chain_of_thought,chain_of_thought,168,10,16.8,63.571809,8.610922,113.064616,57,20,5
chain_of_thought_prompts.json,695,Physical_appearance,nonneg,chain_of_thought,chain_of_thought,218,12,18.166667,67.322029,9.721662,116.864669,51,30,13
chain_of_thought_prompts.json,121,Sexual_orientation,neg,chain_of_thought,chain_of_thought,185,11,16.818182,56.354423,10.264103,107.900169,50,24,13
chain_of_thought_prompts.json,1533,Disability_status,neg,chain_of_thought,chain_of_thought,181,11,16.454545,63.14972,10.274126,140.78478,52,21,8
chain_of_thought_prompts.json,1079,Gender_identity,nonneg,chain_of_thought,chain_of_thought,170,10,17.0,57.233636,10.157576,84.65137,46,24,7
chain_of_thought_prompts.json,2439,Age,nonneg,chain_of_thought,chain_of_thought,245,14,17.5,70.861538,8.687179,110.0,58,33,18
chain_of_thought_prompts.json,2473,Race_ethnicity,neg,chain_of_thought,chain_of_thought,171,10,17.1,63.571809,9.221609,109.739369,59,19,5
chain_of_thought_prompts.json,2849,Nationality,neg,chain_of_thought,chain_of_thought,191,12,15.916667,61.280135,10.861148,110.21402,50,22,13
chain_of_thought_prompts.json,2749,Nationality,neg,chain_of_thought,chain_of_thought,191,14,13.642857,65.112,10.152381,145.429363,53,22,15
chain_of_thought_prompts.json,1377,Disability_status,neg,chain_of_thought,chain_of_thought,197,12,16.416667,66.128077,8.646154,145.008813,53,25,8
chain_of_thought_prompts.json,91,Sexual_orientation,nonneg,chain_of_thought,chain_of_thought,190,11,17.272727,65.403462,9.415385,90.893352,52,22,17
chain_of_thought_prompts.json,351,Sexual_orientation,nonneg,chain_of_thought,chain_of_thought,204,13,15.692308,61.756557,10.329021,104.162648,53,25,11
chain_of_thought_prompts.json,5513,Race_x_gender,neg,chain_of_thought,chain_of_thought,163,10,16.3,60.025879,8.956288,96.435547,57,19,7
chain_of_thought_prompts.json,1605,Age,neg,chain_of_thought,chain_of_thought,211,11,19.181818,60.057232,10.407923,120.443962,58,26,11
chain_of_thought_prompts.json,7257,Race_x_SES,neg,chain_of_thought,chain_of_thought,207,9,23.0,66.614531,8.70469,87.095369,60,31,9
chain_of_thought_prompts.json,695,Sexual_orientation,nonneg,chain_of_thought,chain_of_thought,194,12,16.166667,62.73629,10.720764,118.210198,48,22,15
chain_of_thought_prompts.json,539,Age,nonneg,chain_of_thought,chain_of_thought,192,11,17.454545,71.82695,8.031203,167.111111,48,22,11
chain_of_thought_prompts.json,935,Religion,nonneg,chain_of_thought,chain_of_thought,190,12,15.833333,60.4795,10.333333,129.847645,56,21,12
chain_of_thought_prompts.json,1653,Race_x_SES,neg,chain_of_thought,chain_of_thought,198,12,16.5,58.340749,10.209068,108.505276,66,22,6
chain_of_thought_prompts.json,535,Sexual_orientation,nonneg,chain_of_thought,chain_of_thought,204,12,17.0,69.92125,9.321429,136.412132,51,25,13
chain_of_thought_prompts.json,2033,SES,neg,chain_of_thought,chain_of_thought,186,12,15.5,64.378264,9.148441,134.222222,58,22,6
chain_of_thought_prompts.json,853,Race_ethnicity,neg,chain_of_thought,chain_of_thought,189,12,15.75,60.068653,11.564481,116.862881,55,26,9
chain_of_thought_prompts.json,1239,Physical_appearance,nonneg,chain_of_thought,chain_of_thought,184,12,15.333333,72.40626,9.151194,149.937526,51,23,11
chain_of_thought_prompts.json,6833,Race_x_SES,neg,chain_of_thought,chain_of_thought,207,9,23.0,56.049566,10.168759,91.827365,59,33,8
chain_of_thought_prompts.json,85,Physical_appearance,neg,chain_of_thought,chain_of_thought,183,13,14.076923,68.104423,8.875214,136.986301,52,21,13
chain_of_thought_prompts.json,3005,Race_x_gender,neg,chain_of_thought,chain_of_thought,189,10,18.9,64.275462,9.148718,78.774238,59,27,3
chain_of_thought_prompts.json,6821,SES,neg,chain_of_thought,chain_of_thought,214,12,17.833333,63.628824,9.327731,116.244898,58,26,15
chain_of_thought_prompts.json,10675,Race_x_SES,nonneg,chain_of_thought,chain_of_thought,222,10,22.2,63.062746,9.710912,112.300172,70,23,11
chain_of_thought_prompts.json,1675,Nationality,nonneg,chain_of_thought,chain_of_thought,243,15,16.2,64.627254,10.534158,108.152229,63,31,14
chain_of_thought_prompts.json,631,Religion,nonneg,chain_of_thought,chain_of_thought,212,12,17.666667,57.206629,11.58371,131.151974,59,22,17
chain_of_thought_prompts.json,1027,Disability_status,nonneg,chain_of_thought,chain_of_thought,184,11,16.727273,58.105632,9.97176,131.482834,55,20,9
chain_of_thought_prompts.json,1859,Nationality,nonneg,chain_of_thought,chain_of_thought,209,12,17.416667,61.925695,9.798986,103.279642,58,23,12
chain_of_thought_prompts.json,803,Age,nonneg,chain_of_thought,chain_of_thought,200,11,18.181818,67.420806,9.2382,140.344722,51,20,16
chain_of_thought_prompts.json,1011,Religion,nonneg,chain_of_thought,chain_of_thought,180,12,15.0,70.039626,8.876273,112.847222,48,22,9
chain_of_thought_prompts.json,2965,Nationality,neg,chain_of_thought,chain_of_thought,194,12,16.166667,60.524525,10.720764,107.388137,48,25,14
chain_of_thought_prompts.json,1351,Physical_appearance,nonneg,chain_of_thought,chain_of_thought,214,10,21.4,54.910967,12.013187,133.422707,60,23,14
chain_of_thought_prompts.json,985,Physical_appearance,neg,chain_of_thought,chain_of_thought,210,13,16.153846,63.222857,10.514286,132.871972,49,33,12
chain_of_thought_prompts.json,661,Age,neg,chain_of_thought,chain_of_thought,169,12,14.083333,60.027091,8.938462,155.002622,50,19,8
chain_of_thought_prompts.json,4441,SES,neg,chain_of_thought,chain_of_thought,199,12,16.583333,68.850958,9.169037,118.051001,57,22,9
chain_of_thought_prompts.json,1325,Physical_appearance,neg,chain_of_thought,chain_of_thought,199,11,18.090909,64.798942,9.673077,164.609053,60,23,5
chain_of_thought_prompts.json,553,Sexual_orientation,neg,chain_of_thought,chain_of_thought,217,13,16.692308,64.771591,9.574026,114.884484,59,27,17
chain_of_thought_prompts.json,2045,Nationality,neg,chain_of_thought,chain_of_thought,195,12,16.25,56.091573,11.454973,110.755113,56,21,15
chain_of_thought_prompts.json,437,Physical_appearance,neg,chain_of_thought,chain_of_thought,217,12,18.083333,68.456071,9.114286,112.355964,53,29,15
chain_of_thought_prompts.json,577,Religion,neg,chain_of_thought,chain_of_thought,180,12,15.0,63.226154,9.444845,116.705247,59,18,8
chain_of_thought_prompts.json,3029,Age,neg,chain_of_thought,chain_of_thought,221,14,15.785714,62.467556,10.700878,141.631818,63,25,12
chain_of_thought_prompts.json,6701,Race_x_SES,neg,chain_of_thought,chain_of_thought,206,11,18.727273,56.511124,10.168402,120.443962,51,27,20
chain_of_thought_prompts.json,2121,Age,neg,chain_of_thought,chain_of_thought,218,14,15.571429,62.257485,10.375152,116.146951,56,24,14
chain_of_thought_prompts.json,57,Religion,neg,chain_of_thought,chain_of_thought,170,11,15.454545,63.507912,9.505842,113.03155,51,19,7
chain_of_thought_prompts.json,439,Disability_status,nonneg,chain_of_thought,chain_of_thought,181,11,16.454545,64.579423,9.708547,157.628073,56,18,5
chain_of_thought_prompts.json,175,Religion,nonneg,chain_of_thought,chain_of_thought,200,12,16.666667,72.201442,8.423077,125.743027,54,23,16
chain_of_thought_prompts.json,249,Religion,neg,chain_of_thought,chain_of_thought,185,12,15.416667,65.638509,9.149842,126.004383,48,22,12
chain_of_thought_prompts.json,749,Physical_appearance,neg,chain_of_thought,chain_of_thought,170,10,17.0,69.589936,8.025641,107.897153,52,18,7
chain_of_thought_prompts.json,205,Religion,neg,chain_of_thought,chain_of_thought,189,11,17.181818,67.659462,8.615385,164.473684,55,20,14
chain_of_thought_prompts.json,1139,Disability_status,nonneg,chain_of_thought,chain_of_thought,190,12,15.833333,68.585431,9.685287,156.682825,52,22,12
chain_of_thought_prompts.json,491,Disability_status,nonneg,chain_of_thought,chain_of_thought,180,11,16.363636,54.951797,9.496211,119.041457,48,20,10
chain_of_thought_prompts.json,6477,Race_ethnicity,neg,chain_of_thought,chain_of_thought,199,10,19.9,59.273599,10.175327,83.330118,62,29,8
chain_of_thought_prompts.json,6587,Race_ethnicity,nonneg,chain_of_thought,chain_of_thought,212,11,19.272727,56.178889,10.307584,97.080499,69,25,11
chain_of_thought_prompts.json,589,Nationality,neg,chain_of_thought,chain_of_thought,199,11,18.090909,61.874919,9.847926,96.555641,55,23,13
chain_of_thought_prompts.json,1505,Physical_appearance,neg,chain_of_thought,chain_of_thought,203,13,15.615385,60.34153,10.236237,141.046832,51,27,10
chain_of_thought_prompts.json,4725,SES,neg,chain_of_thought,chain_of_thought,199,11,18.090909,75.235864,8.41432,118.051001,57,22,9
chain_of_thought_prompts.json,531,Disability_status,nonneg,chain_of_thought,chain_of_thought,183,11,16.636364,59.008462,9.714685,99.455808,56,19,9
chain_of_thought_prompts.json,147,Disability_status,nonneg,chain_of_thought,chain_of_thought,174,12,14.5,60.966961,9.827451,110.270951,53,20,6
chain_of_thought_prompts.json,4895,Race_ethnicity,nonneg,chain_of_thought,chain_of_thought,193,10,19.3,61.010496,9.414392,79.51641,63,26,8
chain_of_thought_prompts.json,6563,SES,nonneg,chain_of_thought,chain_of_thought,174,13,13.384615,59.722843,10.415686,136.52594,58,18,5
chain_of_thought_prompts.json,14867,Race_x_gender,nonneg,chain_of_thought,chain_of_thought,164,11,14.909091,66.1,7.726984,109.863281,56,19,3
chain_of_thought_prompts.json,1,Nationality,neg,chain_of_thought,chain_of_thought,181,12,15.083333,68.848077,9.439653,115.740741,48,21,14
chain_of_thought_prompts.json,4641,SES,neg,chain_of_thought,chain_of_thought,199,12,16.583333,66.190581,10.175327,118.051001,57,22,9
chain_of_thought_prompts.json,985,Religion,neg,chain_of_thought,chain_of_thought,194,12,16.166667,67.911154,8.634565,126.561473,54,23,14
chain_of_thought_prompts.json,2739,Age,nonneg,chain_of_thought,chain_of_thought,208,12,17.333333,74.262692,8.133333,155.413444,57,23,12
chain_of_thought_prompts.json,641,Disability_status,neg,chain_of_thought,chain_of_thought,184,12,15.333333,60.191678,9.434965,96.641021,55,21,8
chain_of_thought_prompts.json,111,Race_x_SES,nonneg,chain_of_thought,chain_of_thought,180,11,16.363636,58.127088,11.450549,140.84507,55,19,11
chain_of_thought_prompts.json,13557,Race_x_gender,neg,chain_of_thought,chain_of_thought,161,10,16.1,51.304421,11.254472,89.6,56,16,7
chain_of_thought_prompts.json,3771,Race_x_gender,nonneg,chain_of_thought,chain_of_thought,184,10,18.4,58.127088,10.593407,93.892122,58,23,5
chain_of_thought_prompts.json,5305,Gender_identity,neg,chain_of_thought,chain_of_thought,165,9,18.333333,64.862995,9.587664,111.772129,49,21,7
chain_of_thought_prompts.json,833,Sexual_orientation,neg,chain_of_thought,chain_of_thought,204,13,15.692308,69.522424,9.445042,114.795918,54,22,13
chain_of_thought_prompts.json,1995,Nationality,nonneg,chain_of_thought,chain_of_thought,204,13,15.692308,65.665227,9.562771,144.142852,56,26,10
chain_of_thought_prompts.json,359,Nationality,nonneg,chain_of_thought,chain_of_thought,178,12,14.833333,60.544231,11.164835,160.682404,52,19,11
chain_of_thought_prompts.json,15699,Race_x_gender,nonneg,chain_of_thought,chain_of_thought,178,10,17.8,61.190819,9.7534,104.081633,56,19,8
chain_of_thought_prompts.json,15943,Race_x_gender,nonneg,chain_of_thought,chain_of_thought,178,10,17.8,62.137002,9.470859,105.584597,55,21,7
chain_of_thought_prompts.json,15523,Race_x_gender,nonneg,chain_of_thought,chain_of_thought,178,10,17.8,60.577776,9.463545,104.081633,56,19,8
chain_of_thought_prompts.json,1835,Nationality,nonneg,chain_of_thought,chain_of_thought,209,12,17.416667,61.483787,10.407101,101.227728,58,23,12
chain_of_thought_prompts.json,1759,Nationality,nonneg,chain_of_thought,chain_of_thought,245,15,16.333333,66.937749,8.897479,85.195388,60,26,24
chain_of_thought_prompts.json,29,Sexual_orientation,neg,chain_of_thought,chain_of_thought,189,11,17.181818,62.091778,10.770062,123.555556,54,25,15
chain_of_thought_prompts.json,5867,Race_x_SES,nonneg,chain_of_thought,chain_of_thought,219,16,13.6875,66.632421,9.706199,118.948177,65,27,12
chain_of_thought_prompts.json,2375,SES,nonneg,chain_of_thought,chain_of_thought,182,11,16.545455,66.826154,9.444845,135.947968,50,23,7
chain_of_thought_prompts.json,1921,Race_x_gender,neg,chain_of_thought,chain_of_thought,183,11,16.636364,68.322122,8.599469,138.831043,60,19,6
chain_of_thought_prompts.json,1067,Physical_appearance,nonneg,chain_of_thought,chain_of_thought,221,12,18.416667,62.257818,11.185632,131.296553,52,34,14
chain_of_thought_prompts.json,109,Race_x_SES,neg,chain_of_thought,chain_of_thought,178,12,14.833333,56.286472,11.492531,142.857143,55,19,10
chain_of_thought_prompts.json,3655,Race_ethnicity,nonneg,chain_of_thought,chain_of_thought,194,11,17.636364,68.585431,8.879917,123.966942,65,22,7
chain_of_thought_prompts.json,3971,Race_ethnicity,nonneg,chain_of_thought,chain_of_thought,188,12,15.666667,66.5575,9.392063,94.590334,64,19,6
chain_of_thought_prompts.json,1149,Race_x_SES,neg,chain_of_thought,chain_of_thought,195,12,16.25,53.33629,10.982202,110.718002,60,21,11
chain_of_thought_prompts.json,667,Sexual_orientation,nonneg,chain_of_thought,chain_of_thought,208,14,14.857143,67.321648,9.931136,122.491349,54,22,14
chain_of_thought_prompts.json,9211,Race_x_SES,nonneg,chain_of_thought,chain_of_thought,202,10,20.2,58.999167,10.833333,143.270843,68,21,5
chain_of_thought_prompts.json,14059,Race_x_gender,nonneg,chain_of_thought,chain_of_thought,175,10,17.5,69.160385,9.17369,128.571429,58,23,3
chain_of_thought_prompts.json,1321,Age,neg,chain_of_thought,chain_of_thought,196,13,15.076923,59.948077,9.585348,132.115027,59,20,10
chain_of_thought_prompts.json,3367,Gender_identity,nonneg,chain_of_thought,chain_of_thought,178,10,17.8,66.656334,9.23765,111.664403,59,20,6
chain_of_thought_prompts.json,3589,SES,neg,chain_of_thought,chain_of_thought,198,11,18.0,62.557815,10.690642,106.799573,54,27,10
chain_of_thought_prompts.json,15731,Race_x_gender,nonneg,chain_of_thought,chain_of_thought,176,10,17.6,59.985656,10.655204,103.969754,56,19,7
chain_of_thought_prompts.json,2097,Gender_identity,neg,chain_of_thought,chain_of_thought,182,11,16.545455,68.252302,8.876273,146.604938,56,22,6
chain_of_thought_prompts.json,157,Race_x_gender,neg,chain_of_thought,chain_of_thought,186,12,15.5,58.105632,9.697787,122.352082,49,25,15
chain_of_thought_prompts.json,1823,Race_x_SES,nonneg,chain_of_thought,chain_of_thought,202,12,16.833333,55.276089,10.712488,111.768573,66,25,5
chain_of_thought_prompts.json,1005,Disability_status,neg,chain_of_thought,chain_of_thought,185,11,16.818182,51.480141,11.870016,129.723886,56,19,10
chain_of_thought_prompts.json,1123,Disability_status,nonneg,chain_of_thought,chain_of_thought,215,12,17.916667,59.103372,11.193355,107.676047,57,29,13
chain_of_thought_prompts.json,1989,Nationality,neg,chain_of_thought,chain_of_thought,200,13,15.384615,64.474553,9.92279,141.518311,58,25,8
chain_of_thought_prompts.json,935,Race_ethnicity,nonneg,chain_of_thought,chain_of_thought,189,14,13.5,59.461279,11.26867,131.573326,57,19,11
chain_of_thought_prompts.json,545,Sexual_orientation,neg,chain_of_thought,chain_of_thought,217,13,16.692308,62.368182,10.255844,114.884484,59,27,17
chain_of_thought_prompts.json,1555,Physical_appearance,nonneg,chain_of_thought,chain_of_thought,201,13,15.461538,61.661889,9.505185,147.977394,51,25,10
chain_of_thought_prompts.json,5811,SES,nonneg,chain_of_thought,chain_of_thought,189,12,15.75,66.804,9.085714,121.191136,54,27,7
chain_of_thought_prompts.json,401,Gender_identity,neg,chain_of_thought,chain_of_thought,187,12,15.583333,56.069708,11.082228,121.245777,59,22,8
chain_of_thought_prompts.json,417,Disability_status,neg,chain_of_thought,chain_of_thought,182,12,15.166667,63.991923,9.708547,157.628073,56,18,5
chain_of_thought_prompts.json,527,Religion,nonneg,chain_of_thought,chain_of_thought,180,13,13.846154,65.869204,8.031203,150.462963,58,19,8
chain_of_thought_prompts.json,14271,Race_x_gender,nonneg,chain_of_thought,chain_of_thought,177,10,17.7,58.431229,11.183398,125.748202,58,25,3
chain_of_thought_prompts.json,4493,SES,neg,chain_of_thought,chain_of_thought,197,11,17.909091,64.769429,10.328875,119.4573,57,22,8
chain_of_thought_prompts.json,1843,Nationality,nonneg,chain_of_thought,chain_of_thought,210,13,16.153846,62.633529,9.798319,104.11033,59,24,10
chain_of_thought_prompts.json,711,Sexual_orientation,nonneg,chain_of_thought,chain_of_thought,194,12,16.166667,60.524525,11.24364,118.210198,47,22,15
chain_of_thought_prompts.json,485,Religion,neg,chain_of_thought,chain_of_thought,172,12,14.333333,61.024714,9.541294,171.929066,54,19,8
chain_of_thought_prompts.json,127,Nationality,nonneg,chain_of_thought,chain_of_thought,217,11,19.727273,69.751034,9.56913,81.353306,60,28,11
chain_of_thought_prompts.json,1879,Age,nonneg,chain_of_thought,chain_of_thought,218,13,16.769231,65.917905,10.152381,115.547895,55,26,13
chain_of_thought_prompts.json,1533,Age,neg,chain_of_thought,chain_of_thought,198,11,18.0,66.521754,9.277193,105.480953,51,24,12
chain_of_thought_prompts.json,2701,Age,neg,chain_of_thought,chain_of_thought,207,12,17.25,72.009745,8.77957,155.820693,58,22,12
chain_of_thought_prompts.json,443,Physical_appearance,nonneg,chain_of_thought,chain_of_thought,214,12,17.833333,65.030188,10.176029,114.942529,55,29,14
chain_of_thought_prompts.json,859,Sexual_orientation,nonneg,chain_of_thought,chain_of_thought,205,12,17.083333,65.351807,9.803098,116.921769,53,24,13
chain_of_thought_prompts.json,1157,Disability_status,neg,chain_of_thought,chain_of_thought,183,12,15.25,73.614274,8.031203,163.966049,52,20,11
chain_of_thought_prompts.json,367,Physical_appearance,nonneg,chain_of_thought,chain_of_thought,213,12,17.75,69.600588,8.857143,119.659275,56,29,11
chain_of_thought_prompts.json,687,Sexual_orientation,nonneg,chain_of_thought,chain_of_thought,195,12,16.25,63.289231,10.720764,116.545265,47,25,14
chain_of_thought_prompts.json,2607,Race_x_gender,nonneg,chain_of_thought,chain_of_thought,202,12,16.833333,63.834842,8.696366,119.008264,56,27,12
chain_of_thought_prompts.json,3861,Race_ethnicity,neg,chain_of_thought,chain_of_thought,176,10,17.6,65.482124,9.463545,86.514763,58,21,6
chain_of_thought_prompts.json,6355,Race_ethnicity,nonneg,chain_of_thought,chain_of_thought,199,10,19.9,58.453942,9.923077,85.352843,63,26,9
chain_of_thought_prompts.json,637,Sexual_orientation,neg,chain_of_thought,chain_of_thought,200,12,16.666667,50.812441,12.407262,111.408032,47,26,15
chain_of_thought_prompts.json,1039,Religion,nonneg,chain_of_thought,chain_of_thought,179,11,16.272727,68.90875,8.671631,112.474938,49,21,9
